unique_id,billed_entity_name,billed_entity_number,billed_entity_phone,billed_entity_email,billed_entity_city,billed_entity_state,billed_entity_zip
a9a9f0e8-684d-421b-b056-805b7c4e9366,NORTH SLOPE BOROUGH SCH DIST,145629,907-852-9773,reginald.santos@nsbsd.org,BARROW,AK,99723
c82eeb56-03ce-414e-8c29-9c19c24b8d59,NORTH SLOPE BOROUGH SCH DIST,145629,907-852-9773,reginald.santos@nsbsd.org,BARROW,AK,99723
a1479679-3ae6-4ccf-ab20-c1397a823820,SKIATOOK INDEP SCHOOL DIST 7,140104,918-396-1792,,SKIATOOK,OK,74070
4157dc6a-eb14-4b5b-a52d-220ddcfd6be2,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
0ea51a1b-e9c3-4542-b280-cc0e60d7d11a,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
1ea4da23-3671-40f4-bace-118442890b60,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
5139a46a-a023-4a41-9916-287b4647d179,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
1250a7fc-53ad-431f-8f4f-c5511336697d,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
b72b2918-0f9d-4aa0-8a51-07b29f06e34e,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
2bdd7081-4350-422a-af31-b3f7474cf9bb,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
cf852fdc-8537-4478-afbc-da617f53a14d,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
b4aeb54b-f900-4640-a1bc-a53e29a869f3,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
7bcc194e-ab5e-46fa-b161-fb8620e22052,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
f57556ec-b64d-4656-bcd1-301164a6278e,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
5a5356b2-c163-4181-a8fa-47a20b58426a,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
f0831e1f-f39e-4951-a97a-5177c6d8afaa,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
67d7a0a2-1326-4d48-9b18-7e43733cecfe,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
3b94b1b1-9f3d-41c3-85fc-62583c697b8e,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
1f7e10c0-ff97-4381-8339-ed207834b5d2,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
01590a93-a502-43d2-baba-3989b56776d9,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
df137634-3278-4979-8bc7-b09c6857957c,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
54ead2d1-c4ad-4820-829b-ca714c9a2416,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
5e2bca98-b69b-4859-84db-2d6a26cbb26d,SKIATOOK INDEP SCHOOL DIST 7,140104,918-396-1792,,SKIATOOK,OK,74070
2d6ef2c7-a003-45c8-b011-6ca954bb7931,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
3d5539e3-6a80-42cb-926e-4e5bdd30784e,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
3b28f19e-8e29-4dc0-ad8d-a58639f37e2e,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
d4a46ffe-dc81-4029-8ade-8382b48226df,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
ffb1314d-f91b-4f5f-80df-90a0aa807c6a,ALABASTER CITY SCHOOL DISTRICT,16072484,205-663-8400,anthony.kingston@acsboe.org,ALABASTER,AL,35007
